TIPO,ID_PARAFRASEADO,ID_ORIGINAL,TITULO_ORIGINAL,TITULO_PARAFRASEADO,DESCRIPCION_ORIGINAL,DESCRIPCION_PARAFRASEADA,URL_IMAGEN_ORIGINAL,URL_IMAGEN_PARAFRASEADO,FECHA_ORIGINAL,FECHA_PUBLICACION,CATEGORIA,SITIO_DESTINO,CONTENIDO_ORIGINAL_PREVIEW,CONTENIDO_PARAFRASEADO_PREVIEW,COINCIDE_IMAGEN,COINCIDE_CATEGORIA
PARAFRASEADO,"75e764c4-e411-429c-b238-4ccb30a0466a","ba50ec30-c1fa-4f9b-8333-34fdcbcaf55f","Del descuento en Instagram al quirófano: Qué hay detrás de la controversia por las clínicas estéticas","Del descuento en Instagram al quirófano: Qué hay detrás de la controversia por las clínicas estéticas","N/A","Tres muertes recientes en clínicas estéticas exponen el peligro del intrusismo médico en Costa Rica. Descubra por qué la regulación legal está frenada por el Gobierno.","https://www.nacion.com/resizer/v2/IPE6DGR4CBETNJ62P4JODLBURE.jpg?smart=true&auth=625bd00c9e2925e7e37b3127769e9ac9255d1bd678f548eed2c7e57859bb0af2&width=1440","https://www.nacion.com/resizer/v2/IPE6DGR4CBETNJ62P4JODLBURE.jpg?smart=true&auth=625bd00c9e2925e7e37b3127769e9ac9255d1bd678f548eed2c7e57859bb0af2&width=1440","2026-02-22T12:00:00Z","2026-02-22T12:00:00Z","tecnologia","radiocinconoticias","‌ ‌

‌

‌

Ivania Torres falleció nueve días después de que le hicieran una cirugía plástica. Tenía 40 años de edad, era docente y madre de tres hijos. Lo primero que sintió fue dolor intenso, debilid","<p>Ivania Torres falleció nueve días después de que le hicieran una cirugía plástica. Tenía 40 años de edad, era docente y madre de tres hijos. Lo primero que sintió fue dolor intenso, debilidad extre",SI,SI
PARAFRASEADO,"434308a2-558a-44b7-9c75-678fdee8fdc6","1a0c7fd3-3650-4c57-9904-987a6021f6ac","Chivas vs América HOY EN VIVO: ¿Dónde y a qué hora ver el Clásico Nacional de la Liga MX Femenil?","Chivas vs América HOY EN VIVO: ¿Dónde y a qué hora ver el Clásico Nacional de la Liga MX Femenil?","N/A","Chivas vs América Femenil hoy: horario, dónde ver EN VIVO y canal del Clásico de México Femenil Clausura 2026 desde el Estadio AKRON.","https://www.elfinanciero.com.mx/resizer/v2/PMQZBKAZVNBL7GM3LK4HXO7DYA.jpg?smart=true&auth=fe03d44f40ad1157b835b660412a8ccb1b6bd4817c532ac0ff3adb271359af29&width=1200&height=630","https://www.elfinanciero.com.mx/resizer/v2/PMQZBKAZVNBL7GM3LK4HXO7DYA.jpg?smart=true&auth=fe03d44f40ad1157b835b660412a8ccb1b6bd4817c532ac0ff3adb271359af29&width=1200&height=630","2026-02-22T12:00:00Z","2026-02-22T12:00:00Z","deportes","nodoinformativo","El Clásico Nacional Femenil entre Chivas y América no se jugará este domingo como estaba previsto, luego de los hechos de violencia en Jalisco tras un operativo federal.

En un comunicado, esta mañana","<p>El Clásico Nacional Femenil entre Chivas y América no se jugará este domingo como estaba previsto, luego de los hechos de violencia en Jalisco tras un operativo federal.</p>
<p>En un comunicado, es",SI,SI
PARAFRASEADO,"1f1c2a77-c48e-4205-af01-aef4e6eee0d2","610d8a4a-4a4d-4b88-8d37-7d667ffe453b","Editorial: Un país longevo exige un nuevo contrato social","Editorial: Un país longevo exige un nuevo contrato social","N/A","Envejecer como sociedad es, en muchos sentidos, un logro del desarrollo humano. Vivimos más y mejor. El desafío, sin embargo, es que nuestras reglas siguen diseñadas para un país que ya no existe","https://www.nacion.com/resizer/v2/3SDN3JHMGBHHHNCTV3IRRRBVLE.jpg?smart=true&auth=3aea8c37d39481846b66f88052e06c8758afdb5cdfdc41f72e6d4ac366213102&width=1440","https://www.nacion.com/resizer/v2/3SDN3JHMGBHHHNCTV3IRRRBVLE.jpg?smart=true&auth=3aea8c37d39481846b66f88052e06c8758afdb5cdfdc41f72e6d4ac366213102&width=1440","2026-02-22T12:00:00Z","2026-02-22T12:00:00Z","internacional","mexicoinformado","‌ ‌

‌

‌

El jueves pasado, Esteban Oviedo, uno de nuestros jefes de Redacción, publicó una columna de opinión en la que advertía: “No tenemos idea de lo que se nos viene encima” con el cambio demogr","<p>El jueves pasado, Esteban Oviedo, uno de nuestros jefes de Redacción, publicó una columna de opinión en la que advertía: “No tenemos idea de lo que se nos viene encima” con el cambio demográfico qu",SI,SI
PARAFRASEADO,"5d7d0361-cb3b-42e2-9a82-c78fb5fa615f","48e644de-79be-465e-918e-1210d1c17904","Convocados los concursos literarios de Santander 2026, con 24.000 euros en premios","Convocados los concursos literarios de Santander 2026, con 24.000 euros en premios","N/A","En 2025 se presentaron cerca de un millar de originales procedentes de todas las provincias y casi todos los países latinoamericanos","https://img.europapress.es/fotoweb/fotonoticia_20260222122129_1200.jpg","https://img.europapress.es/fotoweb/fotonoticia_20260222122129_1200.jpg","2026-02-22T11:21:29Z","2026-02-22T11:21:29Z","nacional","noticiasobjetivo","Menú

Boletines

Abonados

En 2025 se presentaron cerca de un millar de originales procedentes de todas las provincias y casi todos los países latinoamericanos

SANTANDER, 22 Feb. (EUROPA PRESS) -

La","<p>En 2025 se presentaron cerca de un millar de originales procedentes de todas las provincias y casi todos los países latinoamericanos</p>
<p>La Junta de Gobierno local ha aprobado en su reunión de e",SI,SI
PARAFRASEADO,"456dc778-e252-4fb1-bceb-7e1b86768b3c","63d70999-32c0-4c08-8b0c-5b6700d11810","Noticias de Cuba: qué se sabe del “canal secreto” y el pacto confidencial entre Marco Rubio con el nieto de Raúl Castro","Noticias de Cuba: qué se sabe del “canal secreto” y el pacto confidencial entre Marco Rubio con el nieto de Raúl Castro","N/A","Revelan un canal secreto entre Marco Rubio y el nieto de Raúl Castro que abre la puerta a un posible acuerdo confidencial sobre el futuro político de Cuba en medio de una profunda crisis económica y presión de Washington.","https://resizer.glanacion.com/resizer/v2/fuentes-del-gobierno-estadounidense-explicaron-5YS67L7SCBFCBKQFABBNXM2NMM.png?auth=b719368974e75a234a1c47d3236996ae8a94d28e26590386725df060dcf92f9a&width=1200&quality=70&smart=false&height=800","https://resizer.glanacion.com/resizer/v2/fuentes-del-gobierno-estadounidense-explicaron-5YS67L7SCBFCBKQFABBNXM2NMM.png?auth=b719368974e75a234a1c47d3236996ae8a94d28e26590386725df060dcf92f9a&width=1200&quality=70&smart=false&height=800","2026-02-22T10:38:00Z","2026-02-22T10:38:00Z","tecnologia","cbnnoticias","En medio de la mayor presión política y económica que Washington ejerció sobre La Habana en décadas, salió a la luz un canal de comunicación reservado que podría redefinir el futuro de la isla. Funcio","<p>En medio de la mayor presión política y económica que Washington ejerció sobre La Habana en décadas, salió a la luz un canal de comunicación reservado que podría redefinir el futuro de la isla. Fun",SI,SI
PARAFRASEADO,"20562028-f379-4839-ab3d-bc4fbf88bee4","f439baa7-ed97-491a-814f-d698d839a70d","Los festivales de verano se trabajan en invierno","Los festivales de verano se trabajan en invierno","N/A","Cuando el último escenario se apaga, cuando el césped vuelve a asomar tras las tarimas y el público regresa a casa con la pulsera aún en la muñeca, el festival no termina. Empieza. Porque los grandes eventos musicales de verano se trabajan en inviern","https://s1.abcstatics.com/abc/www/multimedia/espana/2026/02/14/portam-U56416041758jyt-1024x512@diario_abc.jpg","https://s1.abcstatics.com/abc/www/multimedia/espana/2026/02/14/portam-U56416041758jyt-1024x512@diario_abc.jpg","2026-02-22T09:19:24Z","2026-02-22T09:19:24Z","cultura","reportecentralmx","Galicia

Pablo Baamonde

SANTIAGO

Cuando el último escenario se apaga, cuando el césped vuelve a asomar tras las tarimas y el público regresa a casa con la pulsera aún en la muñeca, el festival no te","<p>Cuando el último escenario se apaga, cuando el césped vuelve a asomar tras las tarimas y el público regresa a casa con la pulsera aún en la muñeca, el festival no termina. Empieza. Porque los grand",SI,SI
PARAFRASEADO,"90d45d08-9ef3-4bb3-a86d-500d67461d95","95998a49-fb34-463e-b84a-98c26403a3a1","N/A","La misteriosa vida de B. Traven, el autor alemán de múltiples seudónimos que se fugó a México e inspiró un clásico de Hollywood","N/A","Los libros del novelista alemán se han vendido en decenas de millones pero su orígenes, actividades, fecha y lugar de nacimiento, han sido objeto de especulación durante décadas.","N/A","https://ichef.bbci.co.uk/news/1024/branded_mundo/689e/live/978a9f00-7df1-11f0-99a6-6566970a8a8a.jpg","N/A","2026-02-22T08:44:47Z","nacional","bitacoraurbana",,"<p>Ambos viven en la Ciudad de México, donde se dedican a la curaduría de los bienes artísticos y culturales de B. Traven así como de la promoción de sus escritos, cuando se cumplen 100 años de la pub",NO,NO
PARAFRASEADO,"e690fac5-b2c1-4307-a2ee-314c62500bb8","740bcf55-4b4f-427c-9f0a-c06098fbd56a","Fernando Ortiz Monasterio*: Trump y la mariposa monarca","Fernando Ortiz Monasterio*: Trump y la mariposa monarca","N/A","Trump con su orden ejecutiva sobre glifosfatos excede sus facultades y asegura estocada al fenómeno migratorio de la mariposa monarca.","https://www.jornada.com.mx/imagemeta/1200x630BN.jpg","/logo.png","2026-02-22T08:03:59Z","2026-02-22T08:03:59Z","nacional","mexicoinformado","rump con su orden ejecutiva sobre glifosfatos excede sus facultades y asegura estocada al fenómeno migratorio de la mariposa monarca.

El pasado 18 de febrero, el presidente Donald Trump firmó una ord","<p>rump con su orden ejecutiva sobre glifosfatos excede sus facultades y asegura estocada al fenómeno migratorio de la mariposa monarca.</p>
<p>Esta orden ejecutiva se sustenta en el Acta de Producció",NO,SI
PARAFRASEADO,"51b98102-eec4-4038-9bde-e3fd99e7fbdd","17519870-a214-4e3e-84fd-371adb39513d","Rolando Cordera Campos: Debilidades del mercado laboral","Rolando Cordera Campos: Debilidades del mercado laboral","N/A","“En enero se perdieron poco más de 8 mil puestos de trabajo registrados en el IMSS respecto a diciembre (…) Sin embargo, como suele ocurrir con el empleo formal, el análisis de fondo exige mirar más allá del dato general (…) En términos anuales, el e","https://www.jornada.com.mx/imagemeta/1200x630BN.jpg","/logo.png","2026-02-22T08:03:59Z","2026-02-22T08:03:59Z","economia","verticenoticias","n enero se perdieron poco más de 8 mil puestos de trabajo registrados en el IMSS respecto a diciembre (…) Sin embargo, como suele ocurrir con el empleo formal, el análisis de fondo exige mirar más all","<p>Las élites gobernantes siguen sin asumir que la generación de empleos de calidad debe ser uno de los objetivos primordiales de todo proyecto económico contemporáneo o moderno. De hecho, debería con",NO,SI
PARAFRASEADO,"bad4b1d3-e24e-4011-bb29-2ece225fa996","d1b29ba4-d240-4c02-aaa6-412e1b967694","Antonio Gershenson: El presidente genocida serial impune","Antonio Gershenson: El presidente genocida serial impune","N/A","La historia de la humanidad está repleta de episodios grotescos del abuso del poder. En cualquier época, alrededor del mundo la gente sin escrúpulos ha ocasionado daños profundos en la sociedad: guerras, genocidios, hambrunas, desolación, etcétera. S","https://www.jornada.com.mx/imagemeta/1200x630BN.jpg","/logo.png","2026-02-22T08:03:59Z","2026-02-22T08:03:59Z","tecnologia","cbnnoticias","a historia de la humanidad está repleta de episodios grotescos del abuso del poder. En cualquier época, alrededor del mundo la gente sin escrúpulos ha ocasionado daños profundos en la sociedad: guerra","<p>Es patético que Raphael Lemkin, judío polaco experto en derecho, haya contribuido al lenguaje de las leyes con el término “genocidio” para describir las atrocidades del nazismo. Lemkin estuvo cerca",NO,SI
PARAFRASEADO,"03d8751a-4958-4c49-a7f6-d5aedac44ac4","93197cd7-084f-4a0b-b0cf-cc79151e3a93","Ángeles González Gamio: La memoria de Milpa Alta","Ángeles González Gamio: La memoria de Milpa Alta","N/A","Ya hemos comentado que una de las labores fundamentales de los cronistas es preservar la memoria histórica, sin omitir recopilar la vida del tiempo presente. Esa noble actividad la ha realizado con entrega, dedicación y mucho trabajo el historiador,","https://www.jornada.com.mx/imagemeta/1200x630BN.jpg","/logo.png","2026-02-22T08:03:59Z","2026-02-22T08:03:59Z","tecnologia","mexicoinformado","a hemos comentado que una de las labores fundamentales de los cronistas es preservar la memoria histórica, sin omitir recopilar la vida del tiempo presente. Esa noble actividad la ha realizado con ent","<p>a hemos comentado que una de las labores fundamentales de los cronistas es preservar la memoria histórica, sin omitir recopilar la vida del tiempo presente. Esa noble actividad la ha realizado con ",NO,SI
PARAFRASEADO,"b9cbb6d7-331e-491f-ac9d-8f02212e9030","ae725fc6-2263-4a4a-b69d-a2140f53d11a","La Cantera Puente de Piedra fue reducto de la lucha social","La Cantera Puente de Piedra fue reducto de la lucha social","N/A","De un asentamiento de terracería, con chozas levantadas piedra sobre piedra y techos de cartón, emergió la colonia Cantera Puente de Piedra, en la alcaldía de Tlalpan, en la década de los 70 del siglo pasado. Un grupo de canteros “rebeldes” que limpi","https://www.jornada.com.mx/2026/02/22/fotos/025n1cap-1.jpg","/logo.png","2026-02-22T08:03:59Z","2026-02-22T08:03:59Z","tecnologia","reportecentralmx","Trabajadores, estudiantes y “rebeldes” la fundaron hace 50 años

Desde Guanajuato, jóvenes llegaron a trabajar en la mina, a los que se sumaron integrantes de la Liga Comunista 23 de Septiembre

De un","<p>De un asentamiento de terracería, con chozas levantadas piedra sobre piedra y techos de cartón, emergió la colonia Cantera Puente de Piedra, en la alcaldía de Tlalpan, en la década de los 70 del si",NO,SI
PARAFRASEADO,"feccf150-730f-4bce-85b1-ddceab7c62bb","cfa89b7a-d339-4801-b699-b0664e310cce","Arely Escobar sobrevivió tras ser quemada en 70 por ciento de su cuerpo","Arely Escobar sobrevivió tras ser quemada en 70 por ciento de su cuerpo","N/A","“Muérete, muérete, muérete”, gritó Gabriel Alejandro González Castillo a Arely Viridiana Escobar Sánchez, luego de lanzarle alcohol y prenderle fuego delante de sus tres hijas y quemarla en 70 por ciento de su cuerpo.","https://www.jornada.com.mx/2026/02/22/fotos/010n1pol-1.jpg","/logo.png","2026-02-22T08:03:59Z","2026-02-22T08:03:59Z","nacional","centralmexico","“¿Quieres arder?”, le dijeron antes de lanzarle alcohol

Pese a la gravedad de las heridas, jueza quiere beneficiar al agresor con una reducción de la pena

“Muérete, muérete, muérete”, gritó Gabriel ","<p>Era el 18 de mayo de 2024 y todo ocurrió en su casa ubicada en Chimalhuacán. El agresor, ex policía y guardia de seguridad, huyó y fue detenido el 25 de junio del año pasado en Oaxaca e ingresado e",NO,SI
PARAFRASEADO,"423021ed-2428-4494-b3b7-31866625e04e","72e1096c-b331-4fca-b928-8e54bad69767","Peñalta comparte en un libro su conexión con las rocas milenarias que interviene","Peñalta comparte en un libro su conexión con las rocas milenarias que interviene","N/A","El pintor Alan Jorge de Rosenzweig, de nombre artístico Peñalta, se considera un libertador de seres que durante “miles de millones de años esperan cautivos en las profundidades de las rocas”.","https://www.jornada.com.mx/imagemeta/1200x630BN.jpg","/logo.png","2026-02-22T08:03:59Z","2026-02-22T08:03:59Z","cultura","mexicoinformado","El pintor Alan Jorge de Rosenzweig, de nombre artístico Peñalta, se considera un libertador de seres que durante “miles de millones de años esperan cautivos en las profundidades de las rocas”.

Hace t","<p>El pintor Alan Jorge de Rosenzweig, de nombre artístico Peñalta, se considera un libertador de seres que durante “miles de millones de años esperan cautivos en las profundidades de las rocas”.</p>
",NO,SI
PARAFRASEADO,"469b2478-8f03-446f-9c09-04ebca836118","bf71e49c-d9a7-4f2c-932d-60c3e0057655","Magisterio del Edomex denuncia corrupción en 120 escuelas populares","Magisterio del Edomex denuncia corrupción en 120 escuelas populares","N/A","Nezahualcóyotl, Méx., Integrantes del Magisterio Mexiquense contra la Reforma Educativa (Mmcre) advirtieron que la infraestructura en 120 escuelas populares de la entidad enfrenta problemas por actos de corrupción, evidentes en obras de mala calidad","https://www.jornada.com.mx/imagemeta/1200x630BN.jpg","/logo.png","2026-02-22T08:03:59Z","2026-02-22T08:03:59Z","tecnologia","radiocinconoticias","Nezahualcóyotl, Méx., Integrantes del Magisterio Mexiquense contra la Reforma Educativa (Mmcre) advirtieron que la infraestructura en 120 escuelas populares de la entidad enfrenta problemas por actos ","<p>Los maestros organizados, en com-pañía del representante de la sección 36 de la Coordinadora Nacional de Trabajadores de la Educación, enunciaron otras problemáticas no atendidas, como la no basifi",NO,SI
PARAFRASEADO,"f7b01c58-1bfc-438b-a317-affc5f89136e","397436e0-f62b-4d5e-a860-aa6132abbb6f","Elena Poniatowska: Talleres de creación literaria","Elena Poniatowska: Talleres de creación literaria","N/A","Cuando Rosario Castellanos fue nombrada embajadora de México en Israel por el presidente Luis Echeverría, en 1971, el sacerdote jesuita Felipe Pardiñas me pidió que la sustituyera en el instituto Kairos para dar un curso de creación literaria, cosa q","https://www.jornada.com.mx/imagemeta/1200x630BN.jpg","/logo.png","2026-02-22T08:03:59Z","2026-02-22T08:03:59Z","tecnologia","verticenoticias","uando Rosario Castellanos fue nombrada embajadora de México en Israel por el presidente Luis Echeverría, en 1971, el sacerdote jesuita Felipe Pardiñas me pidió que la sustituyera en el instituto Kairo","<p>Desde la segunda clase me dejaron muy sorprendida con los escritos sobre su propia vida que pedí para conocerlas. Recuerdo, sobre todo, a Alicia Trueba, quien fundó Mercado de Discos con su esposo,",NO,SI
ORIGINAL_SIN_PARAFRASEAR,N/A,"6c0aae6b-0d16-4d05-b1c5-e3e054e41889","AICM reforzó seguridad; operó sin contratiempos",N/A,"El Aeropuerto Internacional de la Ciudad de México (AICM) reforzó la seguridad en sus instalaciones, incluso con binomios caninos, luego de que integrantes del Ejército Mexicano abatieron el domingo a",N/A,"/logo.png",N/A,"Hoy",N/A,"POLITICA",N/A,"El Aeropuerto Internacional de la Ciudad de México (AICM) reforzó la seguridad en sus instalaciones, incluso con binomios caninos, luego de que integrantes del Ejército Mexicano abatieron el domingo a",N/A,N/A,N/A
ORIGINAL_SIN_PARAFRASEAR,N/A,"c80c7141-8358-4047-a696-b50ed911d953","Activos, sólo 7 bloqueos viales en tierra jalisciense",N/A,"Al menos siete bloqueos carreteros seguían activos ayer en Jalisco, de los 65 instalados el domingo por integrantes del cártel Jalisco Nueva Generación (CJNG) tras la muerte de su líder, Nemesio Osegu",N/A,"/logo.png",N/A,"Hoy",N/A,"POLITICA",N/A,"Al menos siete bloqueos carreteros seguían activos ayer en Jalisco, de los 65 instalados el domingo por integrantes del cártel Jalisco Nueva Generación (CJNG) tras la muerte de su líder, Nemesio Osegu",N/A,N/A,N/A
ORIGINAL_SIN_PARAFRASEAR,N/A,"d0791469-b788-4354-9b12-c23b1ac26d64","Agremiados de la CROC podrán acceder a Leche para el Bienestar: Sader",N/A,"La Secretaría de Agricultura y Desarrollo Rural (Sader) firmó un convenio de colaboración con la Confederación Revolucionaria de Obreros y Campesinos (CROC), que abre la oportunidad de integrar al sec",N/A,"/logo.png",N/A,"Hoy",N/A,"POLITICA",N/A,"La Secretaría de Agricultura y Desarrollo Rural (Sader) firmó un convenio de colaboración con la Confederación Revolucionaria de Obreros y Campesinos (CROC), que abre la oportunidad de integrar al sec",N/A,N/A,N/A
ORIGINAL_SIN_PARAFRASEAR,N/A,"ae156f2f-3f29-464f-aab8-2c6323aa5d87","Alcalde de Vallarta da la cara luego de 27 horas",N/A,"Durante la ola de violencia criminal que el domingo azotó este puerto, uno de los principales destinos turísticos del país, en reacción a la muerte de El Mencho, “de manera preliminar más de 200 vehíc",N/A,"/logo.png",N/A,"Hoy",N/A,"POLITICA",N/A,"Durante la ola de violencia criminal que el domingo azotó este puerto, uno de los principales destinos turísticos del país, en reacción a la muerte de El Mencho, “de manera preliminar más de 200 vehíc",N/A,N/A,N/A
ORIGINAL_SIN_PARAFRASEAR,N/A,"8fe81ee6-392c-437d-a071-32b7f4e0691a","Este mes, la cifra más alta de contagios de sarampión en una semana: Salud",N/A,"El registro del brote activo de sarampión señala que se han confirmado 10 mil 634 casos, y entre el 8 y 14 de febrero, aún con datos preliminares, se alcanzó la cifra más alta de afectados en una sema",N/A,"/logo.png",N/A,"Hoy",N/A,"POLITICA",N/A,"El registro del brote activo de sarampión señala que se han confirmado 10 mil 634 casos, y entre el 8 y 14 de febrero, aún con datos preliminares, se alcanzó la cifra más alta de afectados en una sema",N/A,N/A,N/A
ORIGINAL_SIN_PARAFRASEAR,N/A,"5fc280e6-8a46-41ec-8841-12007ef2e7c0","Felipe Ávila*: El legado de Madero",N/A,"Madero es el padre de la    democracia mexicana, el que construyó sus primeros cimientos: quien creó el primer partido político moderno, quien hizo la primera campaña electoral moderna, quien document",N/A,"/logo.png",N/A,"Hoy",N/A,"POLITICA",N/A,"Madero es el padre de la    democracia mexicana, el que construyó sus primeros cimientos: quien creó el primer partido político moderno, quien hizo la primera campaña electoral moderna, quien document",N/A,N/A,N/A
ORIGINAL_SIN_PARAFRASEAR,N/A,"e2089a83-281b-462e-83d9-f6e25ebf861e","Hay gobierno; las prioridades son la paz y la seguridad: Sheinbaum",N/A,"“La gente puede saber que estamos trabajando todos los días por su seguridad y por la paz, y que hay gobierno y hay Estado mexicano”, enfatizó la presidenta Claudia Sheinbaum Pardo.",N/A,"/logo.png",N/A,"Hoy",N/A,"POLITICA",N/A,"“La gente puede saber que estamos trabajando todos los días por su seguridad y por la paz, y que hay gobierno y hay Estado mexicano”, enfatizó la presidenta Claudia Sheinbaum Pardo.",N/A,N/A,N/A
ORIGINAL_SIN_PARAFRASEAR,N/A,"d36dafc0-193c-4280-8379-333de8fc064a","José Blanco: El imperio contraataca",N/A,"La 62 Conferencia de    Seguridad de Múnich tuvo méritos agradecibles. El pasado 13 de febrero, Marco Rubio dio ahí un discurso exhibicionista explicando el alcance del proyecto MAGA. Instalado con na",N/A,"/logo.png",N/A,"Hoy",N/A,"POLITICA",N/A,"La 62 Conferencia de    Seguridad de Múnich tuvo méritos agradecibles. El pasado 13 de febrero, Marco Rubio dio ahí un discurso exhibicionista explicando el alcance del proyecto MAGA. Instalado con na",N/A,N/A,N/A
ORIGINAL_SIN_PARAFRASEAR,N/A,"88598486-bc94-456b-9db1-0c7ac908dc35","México debe aumentar esfuerzos contra los cárteles, amaga Trump",N/A,"“¡México debe intensificar sus esfuerzos contra los cárteles y las drogas!”, afirmó ayer el presidente Donald Trump en sus redes sociales, sin mencionar el operativo de fuerzas federales mexicanas que",N/A,"/logo.png",N/A,"Hoy",N/A,"POLITICA",N/A,"“¡México debe intensificar sus esfuerzos contra los cárteles y las drogas!”, afirmó ayer el presidente Donald Trump en sus redes sociales, sin mencionar el operativo de fuerzas federales mexicanas que",N/A,N/A,N/A
ORIGINAL_SIN_PARAFRASEAR,N/A,"19bcb7f3-a592-4f3e-828e-3a699b15cd54","“Inviable”, crear comisión de la verdad para el caso Iguala: CNDH",N/A,"A pesar de que un tribunal colegiado ordenó integrar la comisión de la verdad del caso Iguala, la Comisión Nacional de los Derechos Humanos (CNDH) señaló la imposibilidad de hacerlo, entre otras cosas",N/A,"/logo.png",N/A,"Hoy",N/A,"POLITICA",N/A,"A pesar de que un tribunal colegiado ordenó integrar la comisión de la verdad del caso Iguala, la Comisión Nacional de los Derechos Humanos (CNDH) señaló la imposibilidad de hacerlo, entre otras cosas",N/A,N/A,N/A
ORIGINAL_SIN_PARAFRASEAR,N/A,"842cbaf7-d459-48f9-88c9-91a0562bb65e","En San Lázaro, embajador de La Habana agradece el apoyo",N/A,"En la Cámara de Diputados, el embajador de Cuba en México, Eugenio Martínez Enríquez, sostuvo que su país “está siendo víctima de un crimen”, en el que “decisiones siniestras del gobierno de Estados Unidos” tienen al pueblo cubano bajo carencias que no debían padecer.",N/A,"/api/images/auto/40b2b7d6-bcfc-48dd-9461-ca5f1aadb7a9.jpg",N/A,"2026-02-26 01:01:02",N/A,"NACIONAL",N/A,"En la Cámara de Diputados, el embajador de Cuba en México, Eugenio Martínez Enríquez, sostuvo que su país “está siendo víctima de un crimen”, en el que “decisiones siniestras del gobierno de Estados U",N/A,N/A,N/A
ORIGINAL_SIN_PARAFRASEAR,N/A,"1a84d8e5-32b1-4017-b9f5-a7b1ca5559e3","Sin adversarios, eligen a Tereso Medina como líder de la CTM",N/A,"En una sesión de protocolo estatutario y sin contendientes al frente, Tereso Medina fue electo por mayoría como el nuevo dirigente nacional de la Confederación de Trabajadores de México (CTM) para el periodo 2026-2032.",N/A,"https://www.jornada.com.mx/imagemeta/1200x630BN.jpg",N/A,"2026-02-26 00:01:02",N/A,"NACIONAL",N/A,"En una sesión de protocolo estatutario y sin contendientes al frente, Tereso Medina fue electo por mayoría como el nuevo dirigente nacional de la Confederación de Trabajadores de México (CTM) para el ",N/A,N/A,N/A
ORIGINAL_SIN_PARAFRASEAR,N/A,"f37bb84d-a2ae-4dd4-93ff-be31f30598b2","Debe cambiar la fecha del proceso judicial: TEPJF",N/A,"Gilberto Bátiz, presidente del Tribunal Electoral del Poder Judicial de la Federación (TEPJF), subrayó la importancia de que en la reforma electoral se cambie la fecha del proceso judicial y se generen mecanismos para hacer “racional” el gasto en el ámbito político-electoral, sin que implique un declive de la calidad de los comicios.",N/A,"https://www.jornada.com.mx/imagemeta/1200x630BN.jpg",N/A,"2026-02-25 23:01:59",N/A,"NACIONAL",N/A,"Gilberto Bátiz, presidente del Tribunal Electoral del Poder Judicial de la Federación (TEPJF), subrayó la importancia de que en la reforma electoral se cambie la fecha del proceso judicial y se genere",N/A,N/A,N/A
ORIGINAL_SIN_PARAFRASEAR,N/A,"7ff562f7-5ee6-48e0-b6d2-7a24487cfac6","Alfredo Jalife-Rahme: Bajo la lupa",N/A,,N/A,"/api/images/auto/494e5ec9-b168-4f2a-9a50-ac5119b99cb0.jpg",N/A,"2026-02-25 23:01:00",N/A,"NACIONAL",N/A,,N/A,N/A,N/A
ORIGINAL_SIN_PARAFRASEAR,N/A,"8bd37295-2c76-4fa9-933b-716a4a4208bb","Cárdenas, por anular pluris del Senado",N/A,"Cuauhtémoc Cárdenas Solórzano, ex candidato presidencial, dijo que cualquier cambio en materia electoral debe construirse mediante el diálogo amplio entre partidos, academia y especialistas, a fin de privilegiar acuerdos que fortalezcan la vida institucional del país.",N/A,,N/A,"2026-02-25 22:00:59",N/A,"NACIONAL",N/A,"Cuauhtémoc Cárdenas Solórzano, ex candidato presidencial, dijo que cualquier cambio en materia electoral debe construirse mediante el diálogo amplio entre partidos, academia y especialistas, a fin de ",N/A,N/A,N/A
ORIGINAL_SIN_PARAFRASEAR,N/A,"3ee1e659-5c5f-4ab9-b5ee-110c533f4e2e","Reportan 671 vehículos incendiados en Jalisco y Nayarit",N/A,"Al menos 500 automotores han sido incendiados desde que integrantes del cártel Jalisco Nueva Generación reaccionaron violentamente el domingo a la captura y muerte de su líder Nemesio El Mencho Oseguera, informó el secretario de Seguridad Pública jalisciense, Juan Pablo Hernández. A su vez, el gobernador de Nayarit, Miguel Ángel Navarro, informó que ese día se documentaron 171 unidades calcinadas y cinco personas detenidas, además de dos agresores abatidos.",N/A,"/logo.png",N/A,"2026-02-25 21:00:23",N/A,"POLITICA",N/A,"Al menos 500 automotores han sido incendiados desde que integrantes del cártel Jalisco Nueva Generación reaccionaron violentamente el domingo a la captura y muerte de su líder Nemesio El Mencho Osegue",N/A,N/A,N/A
ORIGINAL_SIN_PARAFRASEAR,N/A,"7deee3e9-77d9-4d47-86a8-c13577d9bb87","Fernando Jiménez Mier y Terán*: El misterio de TABU",N/A,"El 27 de febrero de  2026 se conmemora el 130 aniversario del nacimiento de José de Tapia y Bujalance, Pepe, maestro andaluz, introductor en 1932 de la educación Freinet en España, en el pueblo rural de Montolíu de Lérida. La dictadura franquista lo arrojó y lo convirtió en exiliado: llegó a México en 1948 donde continuó su trabajo con indígenas, campesinos y escolares urbanos, utilizando la imprenta Freinet en la confección de textos libres, una chulada.",N/A,"/logo.png",N/A,"2026-02-25 20:00:24",N/A,"POLITICA",N/A,"El 27 de febrero de  2026 se conmemora el 130 aniversario del nacimiento de José de Tapia y Bujalance, Pepe, maestro andaluz, introductor en 1932 de la educación Freinet en España, en el pueblo rural ",N/A,N/A,N/A
